County,Total Population,White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Male Population,Female Population,Hispanic or Latino Population,Median Household Income (Overall),Median Household Income (White Alone),Median Household Income (Black or African American Alone),Median Household Income (American Indian and Alaska Native Alone),Median Household Income (Asian Alone),Median Household Income (Native Hawaiian and Other Pacific Islander Alone),Median Household Income (Some Other Race Alone),Median Household Income (Two or More Races),Median Household Income (Hispanic or Latino),Speak Only English at Home (Population 5 years and over),Speak Spanish at Home (Population 5 years and over),Speak Other Indo-European Languages at Home (Population 5 years and over),Speak Asian and Pacific Island Languages at Home (Population 5 years and over),Speak Other Languages at Home (Population 5 years and over),Year
"Brunswick County, North Carolina",107925.0,91265.0,12134.0,311.0,482.0,52565.0,55360.0,87435.0,46490.0,49410.0,30573.0,26250.0,32453.0,-666666666.0,26513.0,37679.0,32913.0,95823.0,4735.0,185.0,34.0,166.0,2012
"Transylvania County, North Carolina",32825.0,30233.0,1210.0,144.0,158.0,15757.0,17068.0,29788.0,40678.0,41274.0,26492.0,21250.0,33929.0,-666666666.0,80087.0,14293.0,45179.0,30267.0,730.0,156.0,0.0,13.0,2012
"Beaufort County, North Carolina",47542.0,32475.0,12440.0,45.0,88.0,22790.0,24752.0,31498.0,40147.0,48840.0,21728.0,87895.0,172500.0,-666666666.0,20290.0,32344.0,25920.0,42022.0,2427.0,30.0,11.0,32.0,2012
"Columbus County, North Carolina",57612.0,35334.0,17588.0,1786.0,73.0,28527.0,29085.0,34829.0,35182.0,43459.0,23031.0,39567.0,43580.0,-666666666.0,26042.0,27833.0,25833.0,51182.0,2713.0,27.0,9.0,0.0,2012
"Lincoln County, North Carolina",78052.0,70721.0,4263.0,204.0,443.0,38527.0,39525.0,66869.0,50065.0,52207.0,23576.0,28333.0,37292.0,-666666666.0,43173.0,48548.0,44802.0,67938.0,4507.0,155.0,9.0,20.0,2012
"Montgomery County, North Carolina",27741.0,21052.0,5242.0,135.0,446.0,13397.0,14344.0,17727.0,32798.0,37902.0,18726.0,32083.0,31833.0,-666666666.0,29821.0,53056.0,30996.0,21977.0,3512.0,46.0,0.0,0.0,2012
"Orange County, North Carolina",133958.0,102023.0,15699.0,425.0,9089.0,64018.0,69940.0,94971.0,55241.0,64358.0,30922.0,19444.0,64000.0,-666666666.0,25766.0,36652.0,30134.0,106832.0,8970.0,658.0,75.0,225.0,2012
"Richmond County, North Carolina",46608.0,28978.0,14235.0,1263.0,265.0,22811.0,23797.0,27361.0,31726.0,37632.0,20383.0,37827.0,90662.0,-666666666.0,20369.0,42153.0,21761.0,40866.0,2351.0,31.0,0.0,50.0,2012
"Sampson County, North Carolina",63408.0,36408.0,16963.0,1061.0,258.0,31192.0,32216.0,33679.0,37447.0,44507.0,27982.0,30179.0,26250.0,-666666666.0,32927.0,22102.0,32949.0,50128.0,8514.0,60.0,0.0,4.0,2012
"Surry County, North Carolina",73551.0,67694.0,2871.0,338.0,246.0,35948.0,37603.0,62549.0,36137.0,36907.0,25490.0,12813.0,57721.0,-666666666.0,20186.0,20759.0,30445.0,62654.0,5878.0,40.0,0.0,92.0,2012
"Avery County, North Carolina",17815.0,15503.0,705.0,135.0,133.0,9733.0,8082.0,15114.0,38051.0,39530.0,-666666666.0,19194.0,13859.0,47188.0,23150.0,15833.0,25250.0,15990.0,693.0,43.0,0.0,0.0,2012
"Buncombe County, North Carolina",239000.0,211727.0,15326.0,951.0,2484.0,114864.0,124136.0,201957.0,44206.0,45848.0,25880.0,51029.0,58365.0,106667.0,31541.0,40022.0,34103.0,208712.0,10779.0,629.0,17.0,154.0,2012
"Cabarrus County, North Carolina",178396.0,139602.0,27464.0,724.0,3624.0,87018.0,91378.0,127546.0,54341.0,58100.0,41016.0,53182.0,119286.0,-666666666.0,41080.0,58750.0,37977.0,148661.0,12927.0,267.0,39.0,79.0,2012
"Caswell County, North Carolina",23615.0,14783.0,7926.0,132.0,21.0,12049.0,11566.0,14432.0,38387.0,42869.0,26692.0,2499.0,-666666666.0,-666666666.0,53167.0,62768.0,40357.0,21781.0,656.0,18.0,0.0,0.0,2012
"Davie County, North Carolina",41183.0,36119.0,2811.0,146.0,169.0,20151.0,21032.0,35134.0,51844.0,53754.0,33646.0,46500.0,73043.0,-666666666.0,39637.0,14167.0,39044.0,36225.0,2251.0,34.0,0.0,8.0,2012
"Davidson County, North Carolina",162628.0,139671.0,14912.0,738.0,2187.0,79756.0,82872.0,133429.0,44318.0,46597.0,28240.0,57813.0,63594.0,-666666666.0,29353.0,30929.0,34635.0,141067.0,8514.0,120.0,0.0,13.0,2012
"Duplin County, North Carolina",58510.0,33479.0,14888.0,56.0,196.0,28752.0,29758.0,30839.0,33896.0,42144.0,23103.0,9219.0,32337.0,-666666666.0,26157.0,20333.0,27332.0,44271.0,9637.0,5.0,26.0,3.0,2012
"Durham County, North Carolina",269283.0,131635.0,100777.0,1086.0,12003.0,128496.0,140787.0,113996.0,50997.0,63950.0,37199.0,37368.0,62004.0,60822.0,38154.0,29454.0,39215.0,200792.0,31154.0,1627.0,224.0,702.0,2012
"Hertford County, North Carolina",24525.0,8814.0,14681.0,346.0,157.0,12118.0,12407.0,8311.0,33412.0,43199.0,25359.0,39375.0,69000.0,-666666666.0,63173.0,21875.0,42614.0,22039.0,752.0,69.0,0.0,0.0,2012
"Lee County, North Carolina",57876.0,38505.0,11469.0,304.0,622.0,28457.0,29419.0,34303.0,45284.0,52484.0,31329.0,58487.0,80333.0,2499.0,31045.0,23965.0,32795.0,43698.0,9004.0,89.0,0.0,0.0,2012
"New Hanover County, North Carolina",203276.0,163535.0,29755.0,754.0,2742.0,98438.0,104838.0,156269.0,50420.0,54660.0,28958.0,43158.0,73795.0,-666666666.0,26904.0,42632.0,33793.0,176800.0,9998.0,673.0,0.0,165.0,2012
"Pender County, North Carolina",52447.0,40013.0,9637.0,202.0,237.0,26307.0,26140.0,38725.0,44071.0,48688.0,31034.0,25167.0,110000.0,-666666666.0,26654.0,28199.0,29345.0,46610.0,2258.0,62.0,0.0,8.0,2012
"Wayne County, North Carolina",122419.0,70278.0,38867.0,194.0,1190.0,59952.0,62467.0,67974.0,41233.0,50058.0,30661.0,6635.0,32412.0,-666666666.0,27011.0,38101.0,27500.0,101855.0,9849.0,163.0,0.0,86.0,2012
"Scotland County, North Carolina",36266.0,17114.0,14029.0,3567.0,330.0,17504.0,18762.0,16613.0,30472.0,41658.0,21602.0,17865.0,27200.0,-666666666.0,63264.0,23393.0,16939.0,32714.0,566.0,25.0,0.0,23.0,2012
"Watauga County, North Carolina",51103.0,48237.0,640.0,94.0,482.0,25551.0,25552.0,47354.0,34848.0,35335.0,19350.0,19063.0,27880.0,-666666666.0,20125.0,22273.0,21806.0,46928.0,1472.0,60.0,0.0,46.0,2012
"Halifax County, North Carolina",54693.0,21959.0,28074.0,1711.0,340.0,26212.0,28481.0,21560.0,31614.0,44071.0,22665.0,24302.0,54022.0,-666666666.0,33856.0,36207.0,33369.0,49997.0,997.0,82.0,0.0,0.0,2012
"Alamance County, North Carolina",151170.0,105718.0,27279.0,374.0,1910.0,71944.0,79226.0,101594.0,44155.0,50069.0,30763.0,47536.0,35568.0,11436.0,28933.0,36829.0,30743.0,125286.0,13597.0,219.0,0.0,208.0,2012
"Tyrrell County, North Carolina",4367.0,2430.0,1579.0,37.0,90.0,2371.0,1996.0,2339.0,33605.0,42467.0,20019.0,-666666666.0,50625.0,-666666666.0,34063.0,33646.0,37321.0,3785.0,324.0,5.0,0.0,0.0,2012
"Haywood County, North Carolina",58915.0,56326.0,554.0,317.0,223.0,28473.0,30442.0,55309.0,42089.0,42391.0,42070.0,31163.0,52596.0,-666666666.0,41617.0,27829.0,40380.0,53889.0,1507.0,94.0,0.0,38.0,2012
"Forsyth County, North Carolina",351368.0,229686.0,92066.0,767.0,6641.0,166896.0,184472.0,206789.0,45809.0,52787.0,32098.0,27177.0,67792.0,-666666666.0,30153.0,37167.0,29754.0,281673.0,35012.0,952.0,68.0,555.0,2012
"Bladen County, North Carolina",34922.0,20176.0,11918.0,788.0,46.0,16633.0,18289.0,19119.0,30031.0,37364.0,20495.0,25313.0,36923.0,-666666666.0,35948.0,23571.0,26409.0,30725.0,2009.0,18.0,0.0,14.0,2012
"Carteret County, North Carolina",66415.0,58957.0,4341.0,364.0,624.0,32646.0,33769.0,58005.0,47506.0,49031.0,28504.0,50000.0,50536.0,-666666666.0,30663.0,18542.0,30907.0,60330.0,1798.0,137.0,0.0,100.0,2012
"Bertie County, North Carolina",21035.0,7456.0,13247.0,61.0,112.0,10415.0,10620.0,7340.0,31194.0,53256.0,25092.0,125278.0,31429.0,-666666666.0,-666666666.0,14018.0,-666666666.0,19610.0,153.0,0.0,0.0,0.0,2012
"Martin County, North Carolina",24298.0,12910.0,10497.0,84.0,44.0,11364.0,12934.0,12583.0,35585.0,44284.0,26602.0,48500.0,26944.0,-666666666.0,14554.0,61875.0,19919.0,22160.0,702.0,8.0,0.0,0.0,2012
"Perquimans County, North Carolina",13414.0,9589.0,3471.0,0.0,2.0,6276.0,7138.0,9548.0,42410.0,51896.0,19172.0,-666666666.0,-666666666.0,-666666666.0,11897.0,-666666666.0,11897.0,12436.0,159.0,0.0,0.0,0.0,2012
"Rockingham County, North Carolina",93264.0,70534.0,17471.0,273.0,423.0,45037.0,48227.0,68597.0,38004.0,40781.0,30779.0,23011.0,60341.0,39630.0,32669.0,40224.0,31351.0,83146.0,4324.0,34.0,0.0,12.0,2012
"Camden County, North Carolina",9965.0,8191.0,1305.0,133.0,186.0,4994.0,4971.0,8007.0,56315.0,57099.0,41667.0,-666666666.0,66500.0,-666666666.0,103958.0,57266.0,96016.0,9093.0,125.0,12.0,0.0,11.0,2012
"Gaston County, North Carolina",206291.0,160843.0,31084.0,965.0,2665.0,99900.0,106391.0,156355.0,43220.0,46073.0,31944.0,46691.0,62784.0,-666666666.0,28030.0,22045.0,30321.0,179037.0,10511.0,415.0,0.0,12.0,2012
"Moore County, North Carolina",88314.0,72722.0,11639.0,587.0,777.0,42228.0,46086.0,68609.0,48238.0,52963.0,25603.0,31111.0,41573.0,-666666666.0,31310.0,14252.0,31927.0,77313.0,4200.0,334.0,0.0,107.0,2012
"Stanly County, North Carolina",60489.0,51333.0,6548.0,148.0,1184.0,30255.0,30234.0,49772.0,43256.0,46303.0,23338.0,43750.0,64028.0,-666666666.0,24567.0,14714.0,34048.0,53585.0,1892.0,52.0,15.0,39.0,2012
"Yancey County, North Carolina",17814.0,17312.0,172.0,78.0,20.0,8642.0,9172.0,16646.0,38766.0,39001.0,35592.0,-666666666.0,2499.0,-666666666.0,21667.0,47692.0,22656.0,16155.0,706.0,27.0,6.0,0.0,2012
"Chatham County, North Carolina",63896.0,50154.0,8586.0,215.0,809.0,30876.0,33020.0,45602.0,57793.0,61898.0,30873.0,33984.0,71809.0,-666666666.0,36156.0,52438.0,32244.0,51965.0,6565.0,211.0,0.0,61.0,2012
"Johnston County, North Carolina",169122.0,132547.0,25445.0,520.0,834.0,83393.0,85729.0,118054.0,50132.0,54669.0,34835.0,18674.0,27438.0,-666666666.0,26875.0,39007.0,32134.0,137667.0,17066.0,263.0,5.0,47.0,2012
"Person County, North Carolina",39322.0,27065.0,10801.0,269.0,135.0,19161.0,20161.0,26183.0,43292.0,47459.0,32160.0,40000.0,89306.0,-666666666.0,25587.0,34375.0,26607.0,35361.0,1398.0,14.0,0.0,0.0,2012
"Ashe County, North Carolina",27099.0,25561.0,109.0,136.0,69.0,13250.0,13849.0,25260.0,35670.0,36652.0,9113.0,35208.0,-666666666.0,-666666666.0,21741.0,26731.0,20813.0,24455.0,1115.0,17.0,0.0,0.0,2012
"Lenoir County, North Carolina",59372.0,31686.0,24123.0,123.0,254.0,28334.0,31038.0,30460.0,34440.0,45033.0,25332.0,76458.0,46082.0,-666666666.0,23036.0,24375.0,28646.0,52097.0,3046.0,76.0,25.0,0.0,2012
"Onslow County, North Carolina",176461.0,131513.0,29023.0,1180.0,3071.0,95036.0,81425.0,121089.0,45812.0,48073.0,37882.0,39821.0,41221.0,38150.0,39500.0,47529.0,44537.0,144813.0,10393.0,603.0,63.0,228.0,2012
"Rutherford County, North Carolina",67446.0,58319.0,6782.0,262.0,355.0,32499.0,34947.0,56838.0,35941.0,37939.0,22578.0,11296.0,46036.0,-666666666.0,39327.0,28804.0,25938.0,60657.0,2027.0,70.0,0.0,25.0,2012
"Yadkin County, North Carolina",38254.0,34590.0,1314.0,85.0,21.0,18798.0,19456.0,32842.0,40316.0,41688.0,26607.0,14153.0,-666666666.0,-666666666.0,27857.0,24375.0,23378.0,32855.0,2947.0,20.0,0.0,13.0,2012
"Burke County, North Carolina",90821.0,77635.0,6068.0,247.0,3023.0,45525.0,45296.0,75230.0,38062.0,39293.0,31639.0,38167.0,37321.0,-666666666.0,24606.0,28288.0,22350.0,78531.0,4126.0,82.0,0.0,0.0,2012
"Greene County, North Carolina",21382.0,10980.0,7647.0,111.0,61.0,11483.0,9899.0,10136.0,40853.0,48661.0,32083.0,-666666666.0,-666666666.0,-666666666.0,21156.0,20924.0,25051.0,16980.0,2706.0,21.0,0.0,50.0,2013
"Mitchell County, North Carolina",15453.0,15072.0,139.0,44.0,41.0,7575.0,7878.0,14487.0,37680.0,37803.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,34375.0,19318.0,13970.0,628.0,62.0,0.0,0.0,2013
"Chowan County, North Carolina",14782.0,9458.0,4861.0,179.0,237.0,7120.0,7662.0,9000.0,34420.0,41908.0,19473.0,42083.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,70216.0,13319.0,238.0,25.0,0.0,0.0,2013
"Alleghany County, North Carolina",11046.0,10175.0,118.0,166.0,75.0,5519.0,5527.0,9680.0,35170.0,35677.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,18750.0,4605.0,17483.0,9669.0,735.0,19.0,0.0,0.0,2013
"Caldwell County, North Carolina",82407.0,73930.0,3864.0,391.0,458.0,40647.0,41760.0,72836.0,34357.0,35819.0,21855.0,28261.0,42847.0,-666666666.0,23500.0,33092.0,25579.0,74370.0,3002.0,14.0,0.0,5.0,2013
"Catawba County, North Carolina",154432.0,127149.0,13046.0,557.0,5354.0,75552.0,78880.0,120020.0,44332.0,47534.0,27918.0,18893.0,37240.0,-666666666.0,30395.0,31210.0,31641.0,129322.0,10247.0,319.0,17.0,102.0,2013
"Cleveland County, North Carolina",97670.0,74478.0,20476.0,146.0,870.0,46893.0,50777.0,72336.0,38989.0,43022.0,24441.0,31964.0,59167.0,-666666666.0,36591.0,26992.0,31983.0,88261.0,2463.0,105.0,115.0,5.0,2013
"Craven County, North Carolina",104041.0,73419.0,22407.0,332.0,2270.0,52344.0,51697.0,69683.0,47141.0,53275.0,27755.0,22067.0,28661.0,-666666666.0,27500.0,49792.0,35149.0,88965.0,4654.0,124.0,47.0,99.0,2013
"Edgecombe County, North Carolina",56049.0,22102.0,32103.0,89.0,46.0,25978.0,30071.0,21012.0,33960.0,42915.0,29777.0,-666666666.0,-666666666.0,-666666666.0,23846.0,8750.0,27562.0,50362.0,1780.0,103.0,0.0,22.0,2013
"Granville County, North Carolina",58188.0,35788.0,18270.0,353.0,341.0,30151.0,28037.0,34045.0,49852.0,54446.0,36575.0,62702.0,78804.0,-666666666.0,45323.0,34338.0,47667.0,51094.0,3342.0,121.0,6.0,34.0,2013
"Harnett County, North Carolina",118793.0,82467.0,24969.0,1060.0,1264.0,58396.0,60397.0,75834.0,44625.0,49286.0,32931.0,35964.0,60500.0,66250.0,33125.0,45541.0,32918.0,97281.0,9753.0,235.0,11.0,59.0,2013
"Hoke County, North Carolina",48842.0,23014.0,16440.0,3928.0,603.0,23946.0,24896.0,19996.0,45489.0,54616.0,34779.0,26184.0,46944.0,-666666666.0,32885.0,47674.0,52705.0,38482.0,4543.0,80.0,11.0,0.0,2013
"Henderson County, North Carolina",107583.0,98161.0,3558.0,349.0,968.0,52107.0,55476.0,90669.0,44815.0,46021.0,22369.0,51833.0,87734.0,-666666666.0,29112.0,34000.0,27060.0,91048.0,8632.0,220.0,37.0,34.0,2013
"Hyde County, North Carolina",5771.0,3534.0,2158.0,21.0,16.0,3191.0,2580.0,3314.0,42279.0,48356.0,19968.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,5220.0,267.0,18.0,0.0,7.0,2013
"Iredell County, North Carolina",161297.0,132113.0,19701.0,687.0,3274.0,79416.0,81881.0,125049.0,50329.0,54240.0,30905.0,39050.0,73393.0,-666666666.0,29926.0,29674.0,34622.0,138519.0,9022.0,389.0,34.0,157.0,2013
"Mecklenburg County, North Carolina",947135.0,544287.0,291745.0,3650.0,45185.0,457295.0,489840.0,474465.0,55444.0,68551.0,38569.0,32114.0,66689.0,36708.0,36512.0,41860.0,39580.0,718070.0,93479.0,4756.0,363.0,1157.0,2013
"Rowan County, North Carolina",138265.0,107361.0,22552.0,620.0,1376.0,68227.0,70038.0,101509.0,41495.0,45219.0,27481.0,35758.0,21579.0,-666666666.0,32550.0,21901.0,32047.0,118316.0,9235.0,141.0,0.0,11.0,2013
"Vance County, North Carolina",45120.0,19488.0,22536.0,201.0,82.0,21137.0,23983.0,18850.0,34987.0,48467.0,26985.0,49432.0,-666666666.0,-666666666.0,16318.0,26827.0,19304.0,39735.0,2167.0,52.0,0.0,0.0,2013
"Cherokee County, North Carolina",27243.0,25415.0,369.0,440.0,152.0,13207.0,14036.0,25016.0,34432.0,34529.0,13333.0,21625.0,47283.0,-666666666.0,42019.0,54271.0,40385.0,24870.0,632.0,72.0,0.0,22.0,2013
"Currituck County, North Carolina",23880.0,21587.0,1531.0,77.0,116.0,11916.0,11964.0,21082.0,57159.0,60004.0,32171.0,55417.0,26958.0,-666666666.0,-666666666.0,38385.0,58494.0,21634.0,586.0,39.0,0.0,27.0,2013
"Union County, North Carolina",205426.0,167444.0,24374.0,712.0,3563.0,101482.0,103944.0,152508.0,65892.0,69737.0,47429.0,52813.0,101705.0,-666666666.0,36419.0,71413.0,43418.0,166392.0,17820.0,738.0,59.0,133.0,2013
"Wilkes County, North Carolina",69184.0,62842.0,2902.0,185.0,226.0,33949.0,35235.0,61375.0,33159.0,34389.0,24375.0,8500.0,40875.0,-666666666.0,20728.0,11285.0,22569.0,62023.0,3001.0,44.0,0.0,0.0,2013
"Nash County, North Carolina",95571.0,53304.0,35752.0,527.0,728.0,46062.0,49509.0,50977.0,43084.0,52474.0,31354.0,31906.0,50139.0,-666666666.0,42850.0,36004.0,40146.0,83665.0,4937.0,99.0,0.0,34.0,2013
"Alexander County, North Carolina",37071.0,32954.0,2048.0,64.0,303.0,18714.0,18357.0,32481.0,40637.0,41131.0,37056.0,-666666666.0,39830.0,-666666666.0,30027.0,36000.0,31287.0,33271.0,1383.0,0.0,0.0,14.0,2013
"Dare County, North Carolina",34289.0,31327.0,1032.0,253.0,164.0,17129.0,17160.0,30251.0,55481.0,56263.0,41953.0,-666666666.0,72750.0,-666666666.0,37854.0,80924.0,37955.0,30110.0,1981.0,46.0,0.0,9.0,2013
"Warren County, North Carolina",20792.0,7985.0,10741.0,887.0,36.0,10521.0,10271.0,7907.0,34285.0,52197.0,26669.0,24135.0,21316.0,-666666666.0,19861.0,76525.0,28068.0,18941.0,547.0,11.0,0.0,0.0,2013
"Wilson County, North Carolina",81365.0,41799.0,31106.0,297.0,613.0,38875.0,42490.0,39970.0,39204.0,51858.0,28370.0,12750.0,36298.0,-666666666.0,31299.0,35696.0,30303.0,67907.0,6652.0,117.0,93.0,37.0,2013
"Gates County, North Carolina",11982.0,7671.0,4075.0,23.0,43.0,5941.0,6041.0,7500.0,46592.0,49473.0,35481.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,76389.0,32895.0,11128.0,76.0,58.0,0.0,5.0,2013
"Graham County, North Carolina",8762.0,7848.0,39.0,546.0,91.0,4338.0,4424.0,7803.0,33903.0,33444.0,-666666666.0,45625.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,42500.0,7957.0,212.0,0.0,0.0,0.0,2013
"Madison County, North Carolina",20842.0,20023.0,305.0,74.0,195.0,10251.0,10591.0,19712.0,38598.0,38422.0,8750.0,-666666666.0,-666666666.0,-666666666.0,16667.0,80294.0,23333.0,19335.0,454.0,100.0,0.0,0.0,2013
"Pamlico County, North Carolina",13115.0,10099.0,2537.0,138.0,26.0,6734.0,6381.0,9763.0,43853.0,53220.0,25710.0,-666666666.0,65313.0,-666666666.0,51250.0,38125.0,52250.0,11783.0,499.0,24.0,0.0,8.0,2013
"Polk County, North Carolina",20381.0,18662.0,1038.0,21.0,71.0,9800.0,10581.0,18014.0,44745.0,46262.0,26767.0,-666666666.0,-666666666.0,-666666666.0,12045.0,42788.0,25473.0,18590.0,849.0,53.0,0.0,0.0,2013
"Randolph County, North Carolina",142042.0,126256.0,7790.0,603.0,1499.0,69962.0,72080.0,115056.0,41208.0,42163.0,30846.0,35981.0,50885.0,-666666666.0,35031.0,30259.0,35676.0,119093.0,12130.0,155.0,0.0,85.0,2013
"Stokes County, North Carolina",47063.0,44050.0,1805.0,330.0,153.0,22875.0,24188.0,43136.0,42703.0,43570.0,37344.0,14807.0,31250.0,-666666666.0,22109.0,-666666666.0,50439.0,43219.0,1089.0,54.0,0.0,15.0,2013
"Washington County, North Carolina",12958.0,6019.0,6508.0,28.0,11.0,5907.0,7051.0,5866.0,34936.0,43561.0,24464.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,36314.0,11877.0,246.0,0.0,0.0,11.0,2013
"Clay County, North Carolina",10599.0,10198.0,92.0,17.0,15.0,5186.0,5413.0,10105.0,38828.0,38829.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,26971.0,-666666666.0,9785.0,204.0,7.0,0.0,0.0,2013
"Cumberland County, North Carolina",322033.0,166915.0,115876.0,3682.0,7240.0,156323.0,165710.0,149841.0,45231.0,50867.0,38591.0,34124.0,45884.0,45903.0,37104.0,39726.0,41108.0,262671.0,19374.0,900.0,270.0,334.0,2013
"Guilford County, North Carolina",495326.0,283947.0,163414.0,2615.0,20794.0,235788.0,259538.0,265542.0,45431.0,55986.0,32836.0,46750.0,48535.0,37614.0,33888.0,30288.0,32866.0,406202.0,28326.0,2430.0,200.0,398.0,2013
"Jackson County, North Carolina",40362.0,33823.0,1090.0,3611.0,341.0,19852.0,20510.0,32910.0,36951.0,37801.0,20069.0,38080.0,21033.0,-666666666.0,24309.0,45536.0,18821.0,35154.0,1793.0,232.0,0.0,10.0,2013
"Pasquotank County, North Carolina",40419.0,23494.0,15160.0,92.0,499.0,19589.0,20830.0,22209.0,46053.0,56640.0,30453.0,-666666666.0,19694.0,-666666666.0,33875.0,32772.0,66696.0,35732.0,1172.0,117.0,0.0,10.0,2013
"Robeson County, North Carolina",134535.0,41696.0,32342.0,50585.0,1023.0,65344.0,69191.0,36230.0,29806.0,37282.0,25262.0,27284.0,34583.0,19167.0,27246.0,37973.0,25213.0,113392.0,9066.0,150.0,214.0,58.0,2013
"Swain County, North Carolina",14017.0,9299.0,356.0,3376.0,49.0,6944.0,7073.0,9095.0,36094.0,44540.0,-666666666.0,20875.0,18333.0,-666666666.0,-666666666.0,73258.0,33750.0,12825.0,205.0,0.0,0.0,0.0,2013
"Wake County, North Carolina",929214.0,635076.0,193145.0,2782.0,51849.0,452589.0,476625.0,574146.0,66006.0,75097.0,43883.0,58324.0,90393.0,49154.0,38060.0,55784.0,40272.0,720422.0,73105.0,5278.0,431.0,1254.0,2013
"Anson County, North Carolina",26569.0,12802.0,12909.0,59.0,315.0,13841.0,12728.0,12122.0,33870.0,42048.0,26682.0,-666666666.0,28925.0,-666666666.0,20000.0,38087.0,30525.0,23830.0,890.0,58.0,0.0,0.0,2013
"McDowell County, North Carolina",44963.0,41208.0,1670.0,143.0,405.0,22539.0,22424.0,39869.0,35297.0,36424.0,22466.0,32813.0,72736.0,-666666666.0,19852.0,21250.0,23256.0,39885.0,2288.0,27.0,0.0,0.0,2013
"Franklin County, North Carolina",61154.0,41160.0,15802.0,358.0,181.0,30387.0,30767.0,38930.0,41696.0,52282.0,27435.0,24087.0,49932.0,-666666666.0,42763.0,12115.0,35867.0,52855.0,3919.0,20.0,0.0,17.0,2013
"Jones County, North Carolina",10194.0,6487.0,3220.0,38.0,11.0,4951.0,5243.0,6275.0,36213.0,43304.0,25683.0,43077.0,-666666666.0,-666666666.0,67563.0,23750.0,48750.0,9127.0,344.0,0.0,0.0,0.0,2013
"Macon County, North Carolina",33859.0,31506.0,406.0,95.0,246.0,16338.0,17521.0,30504.0,37892.0,38085.0,-666666666.0,-666666666.0,45208.0,-666666666.0,48285.0,40462.0,41526.0,29927.0,1739.0,83.0,0.0,8.0,2013
"Brunswick County, North Carolina",110324.0,92642.0,12069.0,326.0,625.0,53810.0,56514.0,89422.0,46438.0,48982.0,30880.0,18472.0,34327.0,-666666666.0,26969.0,27875.0,29313.0,98103.0,4652.0,122.0,11.0,158.0,2013
"Transylvania County, North Carolina",32894.0,29854.0,1137.0,128.0,181.0,15709.0,17185.0,29367.0,41781.0,43104.0,25526.0,20938.0,37292.0,-666666666.0,37750.0,19034.0,48992.0,30219.0,987.0,129.0,0.0,24.0,2013
"Beaufort County, North Carolina",47575.0,32850.0,12221.0,44.0,72.0,22817.0,24758.0,31483.0,40429.0,48307.0,24014.0,-666666666.0,-666666666.0,-666666666.0,16393.0,37031.0,19071.0,42107.0,2395.0,43.0,8.0,54.0,2013
"Columbus County, North Carolina",57761.0,35331.0,17516.0,1811.0,145.0,28444.0,29317.0,34872.0,35761.0,43003.0,24182.0,38958.0,42917.0,-666666666.0,31319.0,22454.0,30104.0,51222.0,2726.0,52.0,7.0,0.0,2013
"Lincoln County, North Carolina",78761.0,71100.0,4195.0,204.0,465.0,39038.0,39723.0,67431.0,48940.0,51365.0,22723.0,55385.0,68125.0,-666666666.0,42798.0,48608.0,43443.0,68698.0,4604.0,111.0,0.0,24.0,2013
"Montgomery County, North Carolina",27707.0,21263.0,5247.0,119.0,448.0,13424.0,14283.0,17696.0,31830.0,36087.0,19352.0,38750.0,30833.0,-666666666.0,38500.0,53472.0,25795.0,21863.0,3606.0,38.0,0.0,0.0,2013
"Orange County, North Carolina",136057.0,103164.0,15793.0,404.0,9586.0,64953.0,71104.0,95854.0,55569.0,62780.0,31446.0,7350.0,65978.0,-666666666.0,28824.0,39911.0,32283.0,108562.0,9392.0,889.0,55.0,191.0,2013
"Richmond County, North Carolina",46534.0,28812.0,14051.0,1224.0,331.0,22797.0,23737.0,27210.0,32384.0,37766.0,21111.0,37695.0,35679.0,-666666666.0,21467.0,44188.0,21467.0,40618.0,2506.0,32.0,0.0,38.0,2013
"Sampson County, North Carolina",63687.0,36737.0,16734.0,1107.0,231.0,31327.0,32360.0,33718.0,36496.0,41922.0,26356.0,29596.0,44464.0,-666666666.0,33934.0,29792.0,33977.0,50098.0,8955.0,45.0,0.0,4.0,2013
"Surry County, North Carolina",73486.0,67542.0,2734.0,341.0,312.0,35893.0,37593.0,62316.0,35641.0,36187.0,30561.0,-666666666.0,41667.0,-666666666.0,19076.0,19097.0,29009.0,62615.0,5839.0,45.0,0.0,78.0,2013
"Avery County, North Carolina",17756.0,15576.0,699.0,172.0,61.0,9714.0,8042.0,15123.0,36969.0,37853.0,-666666666.0,19397.0,-666666666.0,-666666666.0,23115.0,20568.0,25060.0,15989.0,744.0,56.0,0.0,0.0,2013
