SID,ESCAPE DATE,ESCAPE TYPE,ESCAPE SEVERITY
SC01830124,NO ESCAPES DURING CURRENT INCARCERATION
SC02223214,NO ESCAPES DURING CURRENT INCARCERATION
SC02096130,NO ESCAPES DURING CURRENT INCARCERATION
SC01524508,NO ESCAPES DURING CURRENT INCARCERATION
SC01949667,NO ESCAPES DURING CURRENT INCARCERATION
SC02305017,NO ESCAPES DURING CURRENT INCARCERATION
SC01053307,NO ESCAPES DURING CURRENT INCARCERATION
SC01267817,NO ESCAPES DURING CURRENT INCARCERATION
SC00867236,NO ESCAPES DURING CURRENT INCARCERATION
SC01283921,NO ESCAPES DURING CURRENT INCARCERATION
SC02134596,NO ESCAPES DURING CURRENT INCARCERATION
SC02295518,NO ESCAPES DURING CURRENT INCARCERATION
SC00483794,NO ESCAPES DURING CURRENT INCARCERATION
SC02338453,NO ESCAPES DURING CURRENT INCARCERATION
SC01612865,NO ESCAPES DURING CURRENT INCARCERATION
SC02308626,NO ESCAPES DURING CURRENT INCARCERATION
SC01359435,NO ESCAPES DURING CURRENT INCARCERATION
SC01315909,NO ESCAPES DURING CURRENT INCARCERATION
SC02217972,NO ESCAPES DURING CURRENT INCARCERATION
SC02192531,NO ESCAPES DURING CURRENT INCARCERATION
SC01304960,NO ESCAPES DURING CURRENT INCARCERATION
SC01709291,NO ESCAPES DURING CURRENT INCARCERATION
SCS0006116,12/19/1985,ESCAPE,CLASS I
SC01233597,NO ESCAPES DURING CURRENT INCARCERATION
SC00346692,NO ESCAPES DURING CURRENT INCARCERATION
SC02158466,NO ESCAPES DURING CURRENT INCARCERATION
SC01751553,NO ESCAPES DURING CURRENT INCARCERATION
SC01693930,NO ESCAPES DURING CURRENT INCARCERATION
SC01568130,NO ESCAPES DURING CURRENT INCARCERATION
SC00350119,NO ESCAPES DURING CURRENT INCARCERATION
SC00749009,NO ESCAPES DURING CURRENT INCARCERATION
SC02260209,NO ESCAPES DURING CURRENT INCARCERATION
SC02394569,NO ESCAPES DURING CURRENT INCARCERATION
SC00576451,NO ESCAPES DURING CURRENT INCARCERATION
SC00176823,NO ESCAPES DURING CURRENT INCARCERATION
SC00758740,NO ESCAPES DURING CURRENT INCARCERATION
SC01931193,NO ESCAPES DURING CURRENT INCARCERATION
SC00923122,NO ESCAPES DURING CURRENT INCARCERATION
SC02260837,NO ESCAPES DURING CURRENT INCARCERATION
SC02304978,NO ESCAPES DURING CURRENT INCARCERATION
SC01654106,NO ESCAPES DURING CURRENT INCARCERATION
SC00967398,NO ESCAPES DURING CURRENT INCARCERATION
SC01697032,NO ESCAPES DURING CURRENT INCARCERATION
SC01784465,NO ESCAPES DURING CURRENT INCARCERATION
SC02262105,NO ESCAPES DURING CURRENT INCARCERATION
SC00002762,NO ESCAPES DURING CURRENT INCARCERATION
SC01086601,NO ESCAPES DURING CURRENT INCARCERATION
SC01378792,NO ESCAPES DURING CURRENT INCARCERATION
SC02289083,NO ESCAPES DURING CURRENT INCARCERATION
SC02228038,NO ESCAPES DURING CURRENT INCARCERATION
SC01318075,NO ESCAPES DURING CURRENT INCARCERATION
SC00738519,NO ESCAPES DURING CURRENT INCARCERATION
SC01794398,NO ESCAPES DURING CURRENT INCARCERATION
SC02077106,NO ESCAPES DURING CURRENT INCARCERATION
SC02086099,NO ESCAPES DURING CURRENT INCARCERATION
SC02255894,NO ESCAPES DURING CURRENT INCARCERATION
SC01050140,NO ESCAPES DURING CURRENT INCARCERATION
SC01724748,NO ESCAPES DURING CURRENT INCARCERATION
SC01667111,NO ESCAPES DURING CURRENT INCARCERATION
SC01410327,NO ESCAPES DURING CURRENT INCARCERATION
SC01460544,NO ESCAPES DURING CURRENT INCARCERATION
SC01854376,NO ESCAPES DURING CURRENT INCARCERATION
SC01231477,NO ESCAPES DURING CURRENT INCARCERATION
SC01772201,NO ESCAPES DURING CURRENT INCARCERATION
SC01772287,NO ESCAPES DURING CURRENT INCARCERATION
SC02251058,NO ESCAPES DURING CURRENT INCARCERATION
SC01604341,NO ESCAPES DURING CURRENT INCARCERATION
SC01246353,NO ESCAPES DURING CURRENT INCARCERATION
